Date,Brand,Item Category,Item Group,Sub Item Group,Thickness,Size,Item Name,AX Code,QTY/Box,QTY/M2,QTY/Sh,Price/M2,Price/Sh,Price/Box,SO. No.,Invoice No.,Customer Name,Value Without Vat,Vat 14%,Total Value,Shipment No.,Shipment Code,Ex. Rate,Price/M2 +14%,Current Stock,Cost Per M2,Total Cost,Margin,Cost per Box,Value per Box,Box + VAT,Customer Segment,Lead Time,Arrival Date,Shipment Lead Time
14-Nov-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,9,87.8,54,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000068,FLX.2023.M.INV.00058,Flexo 24,"EGP 238,781 ","EGP 33,429 ","EGP 272,210 ",2023/235,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,167 ","EGP 190,257 ",20.30%,"EGP 21,140 ","EGP 26,531 ","EGP 30,246 ",Repro House,0,1-Sep-23,74
14-Nov-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,895 ","EGP 4,707 ","EGP 28,243 ",FLX.2023.SO.000069,FLX.2023.M.INV.00057,CMX,"EGP 28,243 ","EGP 3,954 ","EGP 32,197 ",2023/235,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,167 ","EGP 21,140 ",25.20%,"EGP 21,140 ","EGP 28,243 ","EGP 32,197 ",Repro House,0,1-Sep-23,74
14-Nov-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,895 ","EGP 4,707 ","EGP 28,243 ",FLX.2023.SO.000069,FLX.2023.M.INV.00057,CMX,"EGP 28,243 ","EGP 3,954 ","EGP 32,197 ",2023/234,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,145 ","EGP 20,930 ",25.90%,"EGP 20,930 ","EGP 28,243 ","EGP 32,197 ",Repro House,0,1-Sep-23,74
20-Nov-23,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,3,77.4,30,"EGP 2,982 ","EGP 7,697 ","EGP 76,966 ",FLX.2023.SO.000070,FLX.2023.M.INV.00059,INCH,"EGP 230,899 ","EGP 32,326 ","EGP 263,225 ",2023/235,2023-P02,40.28,"EGP 3,400 ",0,"EGP 2,003 ","EGP 155,056 ",32.80%,"EGP 51,685 ","EGP 76,966 ","EGP 87,742 ",Repro House,0,1-Sep-23,80
20-Nov-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,1,19.5,12,"EGP 2,982 ","EGP 4,850 ","EGP 58,198 ",FLX.2023.SO.000070,FLX.2023.M.INV.00059,INCH,"EGP 58,198 ","EGP 8,148 ","EGP 66,345 ",2023/234,2023-P02,40.28,"EGP 3,400 ",0,"EGP 2,035 ","EGP 39,716 ",31.80%,"EGP 39,716 ","EGP 58,198 ","EGP 66,345 ",Repro House,0,1-Sep-23,80
4-Dec-23,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 3,333 ","EGP 8,602 ","EGP 86,021 ",FLX.2023.SO.000071,FLX.2023.M.INV.00060,Al Taraki,"EGP 86,021 ","EGP 12,043 ","EGP 98,064 ",2023/234,2023-P02,40.28,"EGP 3,800 ",0,"EGP 2,035 ","EGP 52,526 ",38.90%,"EGP 52,526 ","EGP 86,021 ","EGP 98,064 ",Repro House,0,1-Sep-23,94
7-Dec-23,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,3,92.9,36,"EGP 3,377 ","EGP 8,715 ","EGP 104,584 ",FLX.2023.SO.000072,FLX.2023.M.INV.00062,Hayat,"EGP 313,751 ","EGP 43,925 ","EGP 357,677 ",2023/316,2023-P03,50.51,"EGP 3,850 ",0,"EGP 2,419 ","EGP 224,722 ",28.40%,"EGP 74,907 ","EGP 104,584 ","EGP 119,226 ",Wide Web,7,29-Nov-23,8
7-Dec-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,6,117.1,72,"EGP 3,377 ","EGP 5,492 ","EGP 65,900 ",FLX.2023.SO.000072,FLX.2023.M.INV.00062,Hayat,"EGP 395,401 ","EGP 55,356 ","EGP 450,757 ",2023/234,2023-P02,40.28,"EGP 3,850 ",0,"EGP 2,035 ","EGP 238,294 ",39.70%,"EGP 39,716 ","EGP 65,900 ","EGP 75,126 ",Wide Web,7,1-Sep-23,97
7-Dec-23,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,2,25.9,24,"EGP 3,377 ","EGP 3,647 ","EGP 43,768 ",FLX.2023.SO.000072,FLX.2023.M.INV.00062,Hayat,"EGP 87,537 ","EGP 12,255 ","EGP 99,792 ",2023/316,2023-P03,50.51,"EGP 3,850 ",0,"EGP 2,419 ","EGP 62,695 ",28.40%,"EGP 31,348 ","EGP 43,768 ","EGP 49,896 ",Wide Web,7,29-Nov-23,8
3-Jan-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,24,311,288,"EGP 3,333 ","EGP 3,600 ","EGP 43,200 ",FLX.2024.SO.000001,FLX.2024.M.INV.00001,Pacman CCL,"EGP 1,036,800 ","EGP 145,152 ","EGP 1,181,952 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 752,345 ",27.40%,"EGP 31,348 ","EGP 43,200 ","EGP 49,248 ",Label,36,29-Nov-23,35
3-Jan-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,4,51.8,48,"EGP 3,246 ","EGP 3,505 ","EGP 42,063 ",FLX.2024.SO.000002,FLX.2024.M.INV.00002,Hayat,"EGP 168,253 ","EGP 23,555 ","EGP 191,808 ",2023/316,2023-P03,50.51,"EGP 3,700 ",0,"EGP 2,419 ","EGP 125,391 ",25.50%,"EGP 31,348 ","EGP 42,063 ","EGP 47,952 ",Wide Web,7,29-Nov-23,35
3-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,2,39,24,"EGP 3,246 ","EGP 5,278 ","EGP 63,333 ",FLX.2024.SO.000002,FLX.2024.M.INV.00002,Hayat,"EGP 126,665 ","EGP 17,733 ","EGP 144,398 ",2023/235,2023-P02,40.28,"EGP 3,700 ",0,"EGP 2,056 ","EGP 80,226 ",36.70%,"EGP 40,113 ","EGP 63,333 ","EGP 72,199 ",Wide Web,7,1-Sep-23,124
3-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,8,247.7,96,"EGP 3,246 ","EGP 8,376 ","EGP 100,509 ",FLX.2024.SO.000002,FLX.2024.M.INV.00002,Hayat,"EGP 804,073 ","EGP 112,570 ","EGP 916,643 ",2023/316,2023-P03,50.51,"EGP 3,700 ",0,"EGP 2,419 ","EGP 599,259 ",25.50%,"EGP 74,907 ","EGP 100,509 ","EGP 114,580 ",Wide Web,7,29-Nov-23,35
9-Jan-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 3,246 ","EGP 8,376 ","EGP 83,758 ",FLX.2024.SO.000004,FLX.2024.M.INV.00003,Kortuba,"EGP 83,758 ","EGP 11,726 ","EGP 95,484 ",2023/316,2023-P03,50.51,"EGP 3,700 ",0,"EGP 2,419 ","EGP 62,423 ",25.50%,"EGP 62,423 ","EGP 83,758 ","EGP 95,484 ",Repro House,109,29-Nov-23,41
9-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,3,58.5,36,"EGP 3,246 ","EGP 5,278 ","EGP 63,333 ",FLX.2024.SO.000004,FLX.2024.M.INV.00003,Kortuba,"EGP 189,998 ","EGP 26,600 ","EGP 216,598 ",2023/235,2023-P02,40.28,"EGP 3,700 ",0,"EGP 2,056 ","EGP 120,339 ",36.70%,"EGP 40,113 ","EGP 63,333 ","EGP 72,199 ",Repro House,109,1-Sep-23,130
9-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,3,92.9,36,"EGP 3,246 ","EGP 8,376 ","EGP 100,509 ",FLX.2024.SO.000004,FLX.2024.M.INV.00003,Kortuba,"EGP 301,527 ","EGP 42,214 ","EGP 343,741 ",2023/316,2023-P03,50.51,"EGP 3,700 ",0,"EGP 2,419 ","EGP 224,722 ",25.50%,"EGP 74,907 ","EGP 100,509 ","EGP 114,580 ",Repro House,109,29-Nov-23,41
9-Jan-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 3,246 ","EGP 8,376 ","EGP 83,758 ",FLX.2024.SO.000004,FLX.2024.M.INV.00003,Kortuba,"EGP 83,758 ","EGP 11,726 ","EGP 95,484 ",2023/234,2023-P02,40.28,"EGP 3,700 ",0,"EGP 2,035 ","EGP 52,526 ",37.30%,"EGP 52,526 ","EGP 83,758 ","EGP 95,484 ",Repro House,109,1-Sep-23,130
18-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000005,FLX.2024.M.INV.00005,Kortuba,"EGP 516,128 ","EGP 72,258 ","EGP 588,386 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 374,537 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,37,29-Nov-23,50
18-Jan-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,4,103.2,40,"EGP 3,333 ","EGP 8,602 ","EGP 86,021 ",FLX.2024.SO.000005,FLX.2024.M.INV.00005,Kortuba,"EGP 344,085 ","EGP 48,172 ","EGP 392,257 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 249,692 ",27.40%,"EGP 62,423 ","EGP 86,021 ","EGP 98,064 ",Repro House,37,29-Nov-23,50
23-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,15,464.5,180,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000006,FLX.2024.M.INV.00006,Kortuba,"EGP 1,548,384 ","EGP 216,774 ","EGP 1,765,158 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 1,123,611 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,49,29-Nov-23,55
23-Jan-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,15,232.3,90,"EGP 3,684 ","EGP 9,508 ","EGP 57,046 ",FLX.2024.SO.000006,FLX.2024.M.INV.00006,Kortuba,"EGP 855,686 ","EGP 119,796 ","EGP 975,482 ",2023/316,2023-P03,50.51,"EGP 4,200 ",0,"EGP 2,737 ","EGP 635,800 ",25.70%,"EGP 42,387 ","EGP 57,046 ","EGP 65,032 ",Repro House,49,29-Nov-23,55
24-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000007,FLX.2024.M.INV.00007,FLX DIG.,"EGP 1,032,256 ","EGP 144,516 ","EGP 1,176,772 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 749,074 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,68,29-Nov-23,56
24-Jan-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,5,77.4,30,"EGP 3,684 ","EGP 9,508 ","EGP 57,046 ",FLX.2024.SO.000007,FLX.2024.M.INV.00007,FLX DIG.,"EGP 285,229 ","EGP 39,932 ","EGP 325,161 ",2023/316,2023-P03,50.51,"EGP 4,200 ",0,"EGP 2,737 ","EGP 211,933 ",25.70%,"EGP 42,387 ","EGP 57,046 ","EGP 65,032 ",Repro House,68,29-Nov-23,56
30-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000009,FLX.2024.M.INV.00009,Kortuba,"EGP 516,128 ","EGP 72,258 ","EGP 588,386 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 374,537 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,135,29-Nov-23,62
30-Jan-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,5,77.4,30,"EGP 3,684 ","EGP 9,508 ","EGP 57,046 ",FLX.2024.SO.000009,FLX.2024.M.INV.00009,Kortuba,"EGP 285,229 ","EGP 39,932 ","EGP 325,161 ",2023/316,2023-P03,50.51,"EGP 4,200 ",0,"EGP 2,737 ","EGP 211,933 ",25.70%,"EGP 42,387 ","EGP 57,046 ","EGP 65,032 ",Repro House,135,29-Nov-23,62
30-Jan-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000008,FLX.2024.M.INV.00008,INCH,"EGP 516,128 ","EGP 72,258 ","EGP 588,386 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 374,537 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,40,29-Nov-23,62
4-Feb-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 3,421 ","EGP 8,829 ","EGP 105,942 ",FLX.2024.SO.000010,FLX.2024.M.INV.00011,FLX DIG.,"EGP 1,059,421 ","EGP 148,319 ","EGP 1,207,740 ",2023/316,2023-P03,50.51,"EGP 3,900 ",0,"EGP 2,419 ","EGP 749,074 ",29.30%,"EGP 74,907 ","EGP 105,942 ","EGP 120,774 ",Repro House,64,29-Nov-23,67
4-Feb-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,21,650.3,252,"EGP 3,421 ","EGP 8,829 ","EGP 105,942 ",FLX.2024.SO.000011,FLX.2024.M.INV.00010,Unidots,"EGP 2,224,783 ","EGP 311,470 ","EGP 2,536,253 ",2023/316,2023-P03,50.51,"EGP 3,900 ",0,"EGP 2,419 ","EGP 1,573,055 ",29.30%,"EGP 74,907 ","EGP 105,942 ","EGP 120,774 ",Repro House,85,29-Nov-23,67
4-Feb-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 3,333 ","EGP 8,602 ","EGP 103,226 ",FLX.2024.SO.000012,FLX.2024.M.INV.00012,Kortuba,"EGP 516,128 ","EGP 72,258 ","EGP 588,386 ",2023/316,2023-P03,50.51,"EGP 3,800 ",0,"EGP 2,419 ","EGP 374,537 ",27.40%,"EGP 74,907 ","EGP 103,226 ","EGP 117,677 ",Repro House,135,29-Nov-23,67
6-Mar-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,20,259.2,240,"EGP 3,947 ","EGP 4,263 ","EGP 51,158 ",FLX.2024.SO.000013,FLX.2024.M.INV.00013,Pacman CCL,"EGP 1,023,158 ","EGP 143,242 ","EGP 1,166,400 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 803,844 ",21.40%,"EGP 40,192 ","EGP 51,158 ","EGP 58,320 ",Label,44,4-Mar-24,2
6-Mar-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,20,259.2,240,"EGP 3,947 ","EGP 4,263 ","EGP 51,158 ",FLX.2024.SO.000013,FLX.2024.M.INV.00016,Pacman CCL,"EGP 1,023,158 ","EGP 143,242 ","EGP 1,166,400 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 803,844 ",21.40%,"EGP 40,192 ","EGP 51,158 ","EGP 58,320 ",Label,30,4-Mar-24,2
10-Mar-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,4,51.8,48,"EGP 3,947 ","EGP 4,263 ","EGP 51,158 ",FLX.2024.SO.000014,FLX.2024.M.INV.00014,Hayat,"EGP 204,632 ","EGP 28,648 ","EGP 233,280 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 160,769 ",21.40%,"EGP 40,192 ","EGP 51,158 ","EGP 58,320 ",Wide Web,10,4-Mar-24,6
10-Mar-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 3,947 ","EGP 10,187 ","EGP 122,241 ",FLX.2024.SO.000014,FLX.2024.M.INV.00014,Hayat,"EGP 1,222,408 ","EGP 171,137 ","EGP 1,393,546 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 960,419 ",21.40%,"EGP 96,042 ","EGP 122,241 ","EGP 139,355 ",Wide Web,10,4-Mar-24,6
19-Mar-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 3,684 ","EGP 9,508 ","EGP 95,076 ",FLX.2024.SO.000015,FLX.2024.M.INV.00015,Al Taraki,"EGP 95,076 ","EGP 13,311 ","EGP 108,387 ",2024/065,2024-P01,64,"EGP 4,200 ",0,"EGP 3,101 ","EGP 80,035 ",15.80%,"EGP 80,035 ","EGP 95,076 ","EGP 108,387 ",Repro House,0,4-Mar-24,15
17-Apr-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 3,947 ","EGP 10,187 ","EGP 122,241 ",FLX.2024.SO.000017,FLX.2024.M.INV.00017,Hayat,"EGP 1,222,408 ","EGP 171,137 ","EGP 1,393,546 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 960,419 ",21.40%,"EGP 96,042 ","EGP 122,241 ","EGP 139,355 ",Wide Web,14,4-Mar-24,44
17-Apr-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,5,64.8,60,"EGP 3,947 ","EGP 4,263 ","EGP 51,158 ",FLX.2024.SO.000017,FLX.2024.M.INV.00017,Hayat,"EGP 255,789 ","EGP 35,811 ","EGP 291,600 ",2024/065,2024-P01,64,"EGP 4,500 ",0,"EGP 3,101 ","EGP 200,961 ",21.40%,"EGP 40,192 ","EGP 51,158 ","EGP 58,320 ",Wide Web,14,4-Mar-24,44
24-Apr-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000018,FLX.2024.M.INV.00018,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,27,18-Mar-24,37
20-May-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,3,69.7,27,"EGP 3,246 ","EGP 8,376 ","EGP 75,382 ",FLX.2024.SO.000020,FLX.2024.M.INV.00019,Al Taraki,"EGP 226,146 ","EGP 31,660 ","EGP 257,806 ",2024/065,2024-P01,64,"EGP 3,700 ",0,"EGP 3,101 ","EGP 216,095 ",4.40%,"EGP 72,032 ","EGP 75,382 ","EGP 85,935 ",Repro House,163,4-Mar-24,77
24-Jun-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000021,FLX.2024.M.INV.00020,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,44,18-Mar-24,98
9-Jul-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 745.62 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000022,FLX.2024.M.INV.00021,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,33,18-Mar-24,113
23-Jul-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,3,77.4,30,"EGP 2,982 ","EGP 7,697 ","EGP 76,966 ",FLX.2024.SO.000023,FLX.2024.M.INV.00022,INCH,"EGP 230,899 ","EGP 32,326 ","EGP 263,225 ",2024/065,2024-P01,64,"EGP 3,400 ",0,"EGP 3,101 ","EGP 240,105 ",-4.00%,"EGP 80,035 ","EGP 76,966 ","EGP 87,742 ",Repro House,62,4-Mar-24,141
23-Jul-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,982 ","EGP 7,697 ","EGP 69,270 ",FLX.2024.SO.000023,FLX.2024.M.INV.00022,INCH,"EGP 69,270 ","EGP 9,698 ","EGP 78,968 ",2024/065,2024-P01,64,"EGP 3,400 ",0,"EGP 3,101 ","EGP 72,032 ",-4.00%,"EGP 72,032 ","EGP 69,270 ","EGP 78,968 ",Repro House,62,4-Mar-24,141
28-Jul-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000024,FLX.2024.M.INV.00023,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,35,18-Mar-24,132
28-Jul-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000026,FLX.2024.M.INV.00024,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,27,18-Mar-24,132
5-Aug-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,3,29.3,18,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000028,FLX.2024.M.INV.00025,CMX,"EGP 74,459 ","EGP 10,424 ","EGP 84,883 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 95,676 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,0,4-Mar-24,154
7-Aug-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,5,48.8,30,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000029,FLX.2024.M.INV.00026,Hammoda,"EGP 124,098 ","EGP 17,374 ","EGP 141,471 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 159,460 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,31,4-Mar-24,156
7-Aug-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,2,19.5,12,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000030,FLX.2024.M.INV.00027,alshrouk,"EGP 49,639 ","EGP 6,949 ","EGP 56,589 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 63,784 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,0,4-Mar-24,156
7-Aug-24,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,544 ","EGP 4,137 ","EGP 33,093 ",FLX.2024.SO.000030,FLX.2024.M.INV.00027,alshrouk,"EGP 33,093 ","EGP 4,633 ","EGP 37,726 ",2024/065,2024-P01,64,"EGP 2,900 ",16,"EGP 2,828 ","EGP 36,794 ",-11.20%,"EGP 36,794 ","EGP 33,093 ","EGP 37,726 ",Repro House,0,4-Mar-24,156
12-Aug-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,3,29.3,18,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000031,FLX.2024.M.INV.00028,daso,"EGP 74,459 ","EGP 10,424 ","EGP 84,883 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 95,676 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,1,4-Mar-24,161
