Date,Brand,Item Category,Item Group,Sub Item Group,Thickness,Size,Item Name,AX Code,QTY/Box,QTY/M2,QTY/Sh,Price/M2,Price/Sh,Price/Box,SO. No.,Invoice No.,Customer Name,Value Without Vat,Vat 14%,Total Value,Shipment No.,Shipment Code,Ex. Rate,Price/M2 +14%,Current Stock,Cost Per M2,Total Cost,Margin,Cost per Box,Value per Box,Box + VAT,Customer Segment,Lead Time,Arrival Date,Shipment Lead Time
29-Apr-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,1,31,12,"EGP 2,544 ","EGP 6,565 ","EGP 78,777 ",FLX.2025.SO.000008,FLX.2025.M.INV.00010,Al Taraki,"EGP 78,777 ","EGP 11,029 ","EGP 89,806 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,101 ","EGP 96,042 ",-21.90%,"EGP 96,042 ","EGP 78,777 ","EGP 89,806 ",Repro House,365,4-Mar-24,421
1-Jun-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,8,247.7,96,"EGP 2,281 ","EGP 5,886 ","EGP 70,628 ",FLX.2025.SO.000012,FLX.2025.M.INV.00016,Unidots,"EGP 565,024 ","EGP 79,103 ","EGP 644,128 ",2024/065,2024-P01,64,"EGP 2,600 ",0,"EGP 3,101 ","EGP 768,335 ",-36.00%,"EGP 96,042 ","EGP 70,628 ","EGP 80,516 ",Repro House,91,4-Mar-24,454
1-Jun-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,13,402.6,156,"EGP 2,281 ","EGP 5,886 ","EGP 70,628 ",FLX.2025.SO.000012,FLX.2025.M.INV.00019,Unidots,"EGP 918,165 ","EGP 128,543 ","EGP 1,046,708 ",2024/065,2024-P01,64,"EGP 2,600 ",0,"EGP 3,101 ","EGP 1,248,544 ",-36.00%,"EGP 96,042 ","EGP 70,628 ","EGP 80,516 ",Repro House,78,4-Mar-24,454
1-Jun-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,13,402.6,156,"EGP 2,281 ","EGP 5,886 ","EGP 70,628 ",FLX.2025.SO.000012,Inv 25/9,Unidots,"EGP 918,165 ","EGP 128,543 ","EGP 1,046,708 ",2024/065,2024-P01,64,"EGP 2,600 ",0,"EGP 3,101 ","EGP 1,248,544 ",-36.00%,"EGP 96,042 ","EGP 70,628 ","EGP 80,516 ",Repro House,105,4-Mar-24,454
14-Jul-25,Sakata,Ink,CUREMAX LED PROCESS,Black,,,Flexo Ink CUREMAX LED PROCESS Black,PC2003743,1,5,5,"EGP 1,325 ","EGP 1,325 ","EGP 6,623 ",FLX.2025.SO.000014,FLX.2025.M.INV.00015,Technology Pack,"EGP 6,623 ",EGP 927 ,"EGP 7,550 ",2025/183,2025-I01,49.5,"EGP 1,510 ",1,EGP 717 ,"EGP 3,584 ",45.90%,"EGP 3,584 ","EGP 6,623 ","EGP 7,550 ",0,60,14-Jul-25,0
14-Jul-25,Sakata,Ink,CUREMAX LED PROCESS,Yellow,,,Flexo Ink CUREMAX LED PROCESS Yellow,PC2003740,2,10,10,"EGP 1,336 ","EGP 1,336 ","EGP 6,680 ",FLX.2025.SO.000014,FLX.2025.M.INV.00015,Technology Pack,"EGP 13,360 ","EGP 1,870 ","EGP 15,230 ",2025/183,2025-I01,49.5,"EGP 1,523 ",0,EGP 717 ,"EGP 7,168 ",46.30%,"EGP 3,584 ","EGP 6,680 ","EGP 7,615 ",0,60,14-Jul-25,0
14-Jul-25,Sakata,Ink,CUREMAX LED PROCESS,Magenta,,,Flexo Ink CUREMAX LED PROCESS Magenta,PC2003741,2,10,10,"EGP 1,232 ","EGP 1,232 ","EGP 6,162 ",FLX.2025.SO.000014,FLX.2025.M.INV.00015,Technology Pack,"EGP 12,323 ","EGP 1,725 ","EGP 14,048 ",2025/183,2025-I01,49.5,"EGP 1,405 ",0,EGP 717 ,"EGP 7,168 ",41.80%,"EGP 3,584 ","EGP 6,162 ","EGP 7,024 ",0,60,14-Jul-25,0
14-Jul-25,Sakata,Ink,CUREMAX LED PROCESS,Cyan,,,Flexo Ink CUREMAX LED PROCESS Cyan,PC2003742,2,10,10,"EGP 1,290 ","EGP 1,290 ","EGP 6,449 ",FLX.2025.SO.000014,FLX.2025.M.INV.00015,Technology Pack,"EGP 12,899 ","EGP 1,806 ","EGP 14,704 ",2025/183,2025-I01,49.5,"EGP 1,470 ",0,EGP 717 ,"EGP 7,168 ",44.40%,"EGP 3,584 ","EGP 6,449 ","EGP 7,352 ",0,60,14-Jul-25,0
14-Jul-25,Sakata,Ink,CUREMAX UV PROCESS,White,,,Flexo Ink CUREMAX UV PROCESS White,PC2003753,2,10,10,EGP 967 ,EGP 967 ,"EGP 4,837 ",FLX.2025.SO.000014,FLX.2025.M.INV.00015,Technology Pack,"EGP 9,674 ","EGP 1,354 ","EGP 11,028 ",2025/183,2025-I01,49.5,"EGP 1,103 ",0,EGP 717 ,"EGP 7,168 ",25.90%,"EGP 3,584 ","EGP 4,837 ","EGP 5,514 ",0,60,14-Jul-25,0
22-Oct-25,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,2,31,12,"EGP 2,982 ","EGP 7,697 ","EGP 46,180 ",FLX.2025.SO.000020,FLX.2025.M.INV.00024,Al Taraki,"EGP 92,360 ","EGP 12,930 ","EGP 105,290 ",2024/161,2024-P02,49,"EGP 3,400 ",13,"EGP 2,806 ","EGP 86,890 ",5.90%,"EGP 43,445 ","EGP 46,180 ","EGP 52,645 ",Repro House,195,1-May-24,539
23-Jun-26,Sakata,Ink,CUREMAX UV PROCESS,White,,,Flexo Ink CUREMAX UV PROCESS White,PC2003753,20,100,100,EGP 834 ,EGP 834 ,"EGP 4,168 ",FLX.2026.SO.000020,,Pacman CCL,"EGP 83,350 ","EGP 11,669 ","EGP 95,019 ", 2026/134,2026-I01,52.55,EGP 950 ,"1,060",EGP 685 ,"EGP 68,533 ",17.80%,"EGP 3,427 ","EGP 4,168 ","EGP 4,751 ",Label,0,13-May-26,41
15-Dec-25,Jemx,plate ,Solvent,Digital,1.14,900 x 1200 mm,Flexo DSL Solvent Digital Plate 1.14 / 900 x 1200 mm,FC1490002,1,16.2,15," EGP 2,719.30 ","EGP 2,937 ","EGP 44,053 ",FLX.2025.SO.000023,FLX.2025.M.INV.00025,Pacman CCL,"EGP 44,053 ","EGP 6,167 ","EGP 50,220 ",2025/320,P01/2025,47.64,"EGP 3,100 ",0,"EGP 2,241 ","EGP 36,298 ",17.60%,"EGP 36,298 ","EGP 44,053 ","EGP 50,220 ",Label,68,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,1,25.8,10,"EGP 2,500 ","EGP 6,452 ","EGP 64,516 ",FLX.2025.SO.000024,FLX.2025.M.INV.00026 ,INCH,"EGP 64,516 ","EGP 9,032 ","EGP 73,548 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 57,823 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",Repro House,112,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.7,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC1490005,1,25.8,10," EGP 2,631.58 ","EGP 6,791 ","EGP 67,912 ",FLX.2025.SO.000024,FLX.2025.M.INV.00026 ,INCH,"EGP 67,912 ","EGP 9,508 ","EGP 77,419 ",2025/320,P01/2025,47.64,"EGP 3,000 ",0,"EGP 2,399 ","EGP 61,904 ",8.80%,"EGP 61,904 ","EGP 67,912 ","EGP 77,419 ",Repro House,112,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.7,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC1490005,1,25.8,10," EGP 2,587.72 ","EGP 6,678 ","EGP 66,780 ",FLX.2025.SO.000025,FLX.2025.M.INV.00027,Flexo Screen,"EGP 66,780 ","EGP 9,349 ","EGP 76,129 ",2025/320,P01/2025,47.64,"EGP 2,950 ",0,"EGP 2,399 ","EGP 61,904 ",7.30%,"EGP 61,904 ","EGP 66,780 ","EGP 76,129 ",#N/A,0,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.14,900 x 1200 mm,Flexo DSL Solvent Digital Plate 1.14 / 900 x 1200 mm,FC1490002,1,16.2,15," EGP 2,543.86 ","EGP 2,747 ","EGP 41,211 ",FLX.2025.SO.000026,FLX.2025.M.INV.00028,Bayan,"EGP 41,211 ","EGP 5,769 ","EGP 46,980 ",2025/320,P01/2025,47.64,"EGP 2,900 ",0,"EGP 2,241 ","EGP 36,298 ",11.90%,"EGP 36,298 ","EGP 41,211 ","EGP 46,980 ",Label,32,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.7,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC1490005,2,51.6,20," EGP 2,587.72 ","EGP 6,678 ","EGP 66,780 ",FLX.2025.SO.000027,FLX.2025.M.INV.00029,Flexo Screen,"EGP 133,559 ","EGP 18,698 ","EGP 152,258 ",2025/320,P01/2025,47.64,"EGP 2,950 ",0,"EGP 2,399 ","EGP 123,808 ",7.30%,"EGP 61,904 ","EGP 66,780 ","EGP 76,129 ",#N/A,31,7-Dec-25,8
15-Dec-25,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,2,51.6,20," EGP 2,368.42 ","EGP 6,112 ","EGP 61,120 ",FLX.2025.SO.000028,FLX.2025.M.INV.00030,Kortuba,"EGP 122,241 ","EGP 17,114 ","EGP 139,355 ",2025/320,P01/2025,47.64,"EGP 2,700 ",-3,"EGP 2,241 ","EGP 115,645 ",5.40%,"EGP 57,823 ","EGP 61,120 ","EGP 69,677 ",Repro House,129,7-Dec-25,8
18-Dec-25,Jemx,plate ,Solvent,Digital,1.7,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC1490005,4,103.2,40," EGP 2,587.72 ","EGP 6,678 ","EGP 66,780 ",FLX.2025.SO.000029,FLX.2025.M.INV.00034,Flexo Screen,"EGP 267,119 ","EGP 37,397 ","EGP 304,516 ",2025/320,P01/2025,47.64,"EGP 2,950 ",0,"EGP 2,399 ","EGP 247,617 ",7.30%,"EGP 61,904 ","EGP 66,780 ","EGP 76,129 ",#N/A,62,7-Dec-25,11
21-Dec-25,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,5,129,50," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2025.SO.000030,FLX.2025.M.INV.00033,INCH,"EGP 322,580 ","EGP 45,161 ","EGP 367,741 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 289,113 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",Repro House,96,7-Dec-25,14
28-Dec-25,Jemx,plate ,Solvent,Digital,1.7,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC1490005,2,51.6,20," EGP 2,631.58 ","EGP 6,791 ","EGP 67,912 ",FLX.2025.SO.000030,FLX.2025.M.INV.00033,INCH,"EGP 135,823 ","EGP 19,015 ","EGP 154,838 ",2025/320,P01/2025,47.64,"EGP 3,000 ",0,"EGP 2,399 ","EGP 123,808 ",8.80%,"EGP 61,904 ","EGP 67,912 ","EGP 77,419 ",Repro House,96,7-Dec-25,21
28-Dec-25,Jemx,plate ,Solvent,Digital,1.14,1067 x 1524 mm,Flexo DSL Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC1490003,17,276.4,170," EGP 2,368.42 ","EGP 3,851 ","EGP 38,513 ",FLX.2026.SO.000001,FLX.2026.M.INV.00001,Kortuba,"EGP 654,722 ","EGP 91,661 ","EGP 746,384 ",2025/320,P01/2025,47.64,"EGP 2,700 ",3,"EGP 2,241 ","EGP 619,397 ",5.40%,"EGP 36,435 ","EGP 38,513 ","EGP 43,905 ",Repro House,120,7-Dec-25,21
28-Dec-25,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,10,258.1,100," EGP 2,368.42 ","EGP 6,112 ","EGP 61,120 ",FLX.2026.SO.000001,FLX.2026.M.INV.00001,Kortuba,"EGP 611,204 ","EGP 85,569 ","EGP 696,773 ",2025/320,P01/2025,47.64,"EGP 2,700 ",-3,"EGP 2,241 ","EGP 578,226 ",5.40%,"EGP 57,823 ","EGP 61,120 ","EGP 69,677 ",Repro House,120,7-Dec-25,21
4-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,2,51.6,20," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2026.SO.000002,FLX.2026.M.INV.00002,Flexo Screen,"EGP 129,032 ","EGP 18,064 ","EGP 147,096 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 115,645 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",#N/A,90,7-Dec-25,28
4-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1067 x 1524 mm,Flexo DSL Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC1490003,1,16.3,10," EGP 2,500.00 ","EGP 4,065 ","EGP 40,653 ",FLX.2026.SO.000002,FLX.2026.M.INV.00002,Flexo Screen,"EGP 40,653 ","EGP 5,691 ","EGP 46,344 ",2025/320,P01/2025,47.64,"EGP 2,850 ",3,"EGP 2,241 ","EGP 36,435 ",10.40%,"EGP 36,435 ","EGP 40,653 ","EGP 46,344 ",#N/A,90,7-Dec-25,28
4-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,5,129,50," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2026.SO.000003,FLX.2026.M.INV.00003,INCH,"EGP 322,580 ","EGP 45,161 ","EGP 367,741 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 289,113 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",Repro House,94,7-Dec-25,28
4-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,1,25.8,10," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2026.SO.000004,FLX.2026.M.INV.00012,Universal Misr,"EGP 64,516 ","EGP 9,032 ","EGP 73,548 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 57,823 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",Repro House,61,7-Dec-25,28
5-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,5,129,50," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2026.SO.000005,FLX.2026.M.INV.00004,INCH,"EGP 322,580 ","EGP 45,161 ","EGP 367,741 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 289,113 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",Repro House,97,7-Dec-25,29
6-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1067 x 1524 mm,Flexo DSL Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC1490003,2,32.5,20," EGP 2,500.00 ","EGP 4,065 ","EGP 40,653 ",FLX.2026.SO.000005,FLX.2026.M.INV.00004,INCH,"EGP 81,305 ","EGP 11,383 ","EGP 92,688 ",2025/320,P01/2025,47.64,"EGP 2,850 ",3,"EGP 2,241 ","EGP 72,870 ",10.40%,"EGP 36,435 ","EGP 40,653 ","EGP 46,344 ",Repro House,97,7-Dec-25,30
18-Jan-26,Jemx,plate ,Solvent,Digital,1.14,900 x 1200 mm,Flexo DSL Solvent Digital Plate 1.14 / 900 x 1200 mm,FC1490002,4,64.8,60," EGP 2,543.86 ","EGP 2,747 ","EGP 41,211 ",FLX.2026.SO.000006,FLX.2026.M.INV.00005,Bayan,"EGP 164,842 ","EGP 23,078 ","EGP 187,920 ",2025/320,P01/2025,47.64,"EGP 2,900 ",0,"EGP 2,241 ","EGP 145,193 ",11.90%,"EGP 36,298 ","EGP 41,211 ","EGP 46,980 ",Label,28,7-Dec-25,42
18-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,3,77.4,30," EGP 2,500.00 ","EGP 6,452 ","EGP 64,516 ",FLX.2026.SO.000007,FLX.2026.M.INV.00006,Flexo Screen,"EGP 193,548 ","EGP 27,097 ","EGP 220,645 ",2025/320,P01/2025,47.64,"EGP 2,850 ",-3,"EGP 2,241 ","EGP 173,468 ",10.40%,"EGP 57,823 ","EGP 64,516 ","EGP 73,548 ",#N/A,90,7-Dec-25,42
19-Jan-26,Jemx,plate ,Solvent,Digital,1.14,900 x 1200 mm,Flexo DSL Solvent Digital Plate 1.14 / 900 x 1200 mm,FC1490002,1,16.2,15, EGP -   ,EGP 0 ,EGP 0 ,,,Huhtamaki-Elif,EGP 0 ,EGP 0 ,EGP 0 ,2025/320,P01/2025,47.64,EGP 0 ,0,"EGP 2,241 ","EGP 36,298 ",0.00%,"EGP 36,298 ",EGP 0 ,EGP 0 ,#N/A,0,7-Dec-25,43
20-Jan-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,2,51.6,20," EGP 2,456.14 ","EGP 6,338 ","EGP 63,384 ",FLX.2026.SO.000009,FLX.2026.M.INV.00007,Unidots,"EGP 126,768 ","EGP 17,748 ","EGP 144,516 ",2025/320,P01/2025,47.64,"EGP 2,800 ",-3,"EGP 2,241 ","EGP 115,645 ",8.80%,"EGP 57,823 ","EGP 63,384 ","EGP 72,258 ",Repro House,103,7-Dec-25,44
2-Feb-26,Jemx,plate ,Solvent,Digital,1.14,1067 x 1524 mm,Flexo DSL Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC1490003,2,32.5,20," EGP 2,500.00 ","EGP 4,065 ","EGP 40,653 ",FLX.2026.SO.000011,FLX.2026.M.INV.00008,INCH,"EGP 81,305 ","EGP 11,383 ","EGP 92,688 ",2025/320,P01/2025,47.64,"EGP 2,850 ",3,"EGP 2,241 ","EGP 72,870 ",10.40%,"EGP 36,435 ","EGP 40,653 ","EGP 46,344 ",Repro House,103,7-Dec-25,57
2-Feb-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,18,464.5,180," EGP 2,368.42 ","EGP 6,112 ","EGP 61,120 ",FLX.2026.SO.000012,FLX.2026.M.INV.00010,Kortuba,"EGP 1,100,168 ","EGP 154,023 ","EGP 1,254,191 ",2025/320,P01/2025,47.64,"EGP 2,700 ",-3,"EGP 2,241 ","EGP 1,040,807 ",5.40%,"EGP 57,823 ","EGP 61,120 ","EGP 69,677 ",Repro House,120,7-Dec-25,57
8-Feb-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,3,77.4,30," EGP 2,456.14 ","EGP 6,338 ","EGP 63,384 ",FLX.2026.SO.000013,FLX.2026.M.INV.00011,Unidots,"EGP 190,152 ","EGP 26,621 ","EGP 216,774 ",2025/320,P01/2025,47.64,"EGP 2,800 ",-3,"EGP 2,241 ","EGP 173,468 ",8.80%,"EGP 57,823 ","EGP 63,384 ","EGP 72,258 ",Repro House,104,7-Dec-25,63
12-Feb-26,Jemx,plate ,Solvent,Digital,1.14,900 x 1200 mm,Flexo DSL Solvent Digital Plate 1.14 / 900 x 1200 mm,FC1490002,10,162,150," EGP 2,807.02 ","EGP 3,032 ","EGP 45,474 ",FLX.2026.SO.000014,FLX.2026.M.INV.00013,Pacman CCL,"EGP 454,737 ","EGP 63,663 ","EGP 518,400 ",2025/320,P01/2025,47.64,"EGP 3,200 ",0,"EGP 2,241 ","EGP 362,982 ",20.20%,"EGP 36,298 ","EGP 45,474 ","EGP 51,840 ",Label,41,7-Dec-25,67
18-Feb-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,38,980.6,380," EGP 2,631.58 ","EGP 6,791 ","EGP 67,912 ",FLX.2026.SO.000015,FLX.2026.M.INV.00014,Kortuba,"EGP 2,580,640 ","EGP 361,290 ","EGP 2,941,930 ",2025/320,P01/2025,47.64,"EGP 3,000 ",-3,"EGP 2,241 ","EGP 2,197,260 ",14.90%,"EGP 57,823 ","EGP 67,912 ","EGP 77,419 ",Repro House,120,7-Dec-25,73
9-Mar-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,0,0,0," EGP 2,894.74 ","EGP 7,470 ","EGP 74,703 ",FLX.2026.SO.000017,,Universal Misr,EGP 0 ,EGP 0 ,EGP 0 ,2025/320,P01/2025,47.64,"EGP 3,300 ",-3,"EGP 2,241 ",EGP 0 ,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,Repro House,0,7-Dec-25,92
17-Mar-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,3,77.4,30," EGP 2,982.46 ","EGP 7,697 ","EGP 76,966 ",FLX.2026.SO.000018,,Unidots,"EGP 230,899 ","EGP 32,326 ","EGP 263,225 ",2025/320,P01/2025,47.64,"EGP 3,400 ",-3,"EGP 2,241 ","EGP 173,468 ",24.90%,"EGP 57,823 ","EGP 76,966 ","EGP 87,742 ",Repro House,0,7-Dec-25,100
31-Mar-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,3,77.4,30,,EGP 0 ,EGP 0 ,FLX.2025.SO.000021,FLX.2025.M.INV.00031,Unidots,EGP 0 ,EGP 0 ,EGP 0 ,2025/320,P01/2025,47.64,EGP 0 ,-3,"EGP 2,241 ","EGP 173,468 ",0.00%,"EGP 57,823 ",EGP 0 ,EGP 0 ,Repro House,71,7-Dec-25,114
29-Apr-26,Jemx,plate ,Solvent,Digital,1.14,1270 x 2032 mm,Flexo DSL Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC1490004,2,51.6,20,,EGP 0 ,EGP 0 ,FLX.2025.SO.000022,FLX.2025.M.INV.00032,Kortuba,EGP 0 ,EGP 0 ,EGP 0 ,2025/320,P01/2025,47.64,EGP 0 ,-3,"EGP 2,241 ","EGP 115,645 ",0.00%,"EGP 57,823 ",EGP 0 ,EGP 0 ,Repro House,123,7-Dec-25,143
